place_id,name,rating,reviews,main_category,workday_timing
ChIJySF3obL4v1QRd5EZ6LGgvZ8,Nathan Levin Co.,5.0,8,Commercial real estate agency,8 AM–5 PM
ChIJpwsmXmwpmFQR_QVnjfFGy38,Flying R Ranch,5.0,2,Ranch,
ChIJFwl5R3rHuFQRTCue7fJc-Gk,Mud Lake Studios & Supply,5.0,24,Art studio,9 AM–4 PM
ChIJKwvgl4N7mFQRCgQ2XVdiKBw,Mid-Columbia Libraries - West Pasco Branch,4.8,70,Public library,10 AM–6 PM
ChIJXQ2yAu15mFQReW3yT9j72Uo,Best Western Kennewick Tri-Cities Center,4.1,223,Hotel,
ChIJKUWEqe56mFQRY9-vQ9gueQw,Hampton Inn Richland/Tri-Cities,4.6,1140,Hotel,
ChIJs-2htObGolQRaLWQ8dKN19Y,Pilot Travel Center,4.1,2438,Truck stop,Open 24 hours
ChIJ_TGSxgR5mFQRCK-vOngVxPU,REI,4.5,278,Camping store,10 AM–7 PM
ChIJf2pN1FJ7mFQRuFK1SU6k-rI,Wilco Farm Store,4.6,549,Animal feed store,8 AM–8 PM
ChIJ17n-Qo95mFQRRfHEtpX6UFk,Sportsman's Warehouse,4.3,1233,Outdoor sports store,9 AM–9 PM
ChIJo1-YnIB-mFQREKnuaD4b3Pg,Copart - Pasco,4.3,69,Auto auction,8 AM–5 PM
ChIJEakSvjCbnw0RL0Ysod1i2nM,فضاء نظيف,5.0,3,Cleaners,9 AM–7 PM
ChIJqW_fYLSbnw0R_0ADd8giNL8,مكتب متعدد الخدمات(منية),0.0,0,Book store,8:30 AM–6 PM
ChIJ5zWfclcFpg0RKv3Qd8VfSu8,L'Coin - Coworking space,5.0,11,Coworking space,
ChIJy1_WKgDvrw0R8zyKqA6p1M0,Youften space,5.0,2,Coffee shop,7 AM–1 AM
ChIJJzSLYMVfCg0RDNFQ2NeSnrA,السدرة,5.0,1,Coworking space,
ChIJ3wpQMP7vrw0R14_6D_cTnoo,Outsite Marrakesh,4.7,68,Serviced accommodation,
ChIJH9XKIYzvrw0RbUJHrcdvI7U,Kech working,0.0,0,Home help,9 AM–4 PM
ChIJJ240JBXtrw0Rwqsw6OT7O4k,Work,0.0,0,Community center,
ChIJy6UkGePvrw0RBoaTWYy8sqA,Oued side story,0.0,0,Business center,
ChIJwajo2-Uorw0RoN3RuuQnsUY,Espace sidi bennour,3.7,50,Cafe,6 AM–11 PM
ChIJvcD0sMIprw0RceSVaSH8-UE,فضاء الذاكرة التاريخية Espace de mémoire historique de résistance et de libération à Sidi Bennour,5.0,1,Local history museum,
ChIJ-SVdD4Aprw0RNeVac9W_LZI,Espace lfath,5.0,5,Cafe,
ChIJxdy6jYTrtA0RTsXpBsqozXM,Moja Surfhouse & Yoga,4.9,63,Guest house,
ChIJ_caJH1nrtA0RVUlO5Jo4aXs,"Café la palmeraie, location d'appartements meublés",4.9,7,Coffee shop,8 AM–11 PM
ChIJLbH-52DrtA0RIgUILShvh3w,Centre d'enregistrement des voitures Sidi Ifni,5.0,1,Corporate office,
ChIJr6-lo17rtA0R8UDllBAzDLQ,Salle de la marche verte Communale,4.0,5,Function room facility,Open 24 hours
ChIJt3msj7_rtA0R5W6qhF3Ok4U,Centre d'estivage AYOUR,0.0,0,Community center,
ChIJLekuUVnrtA0RvfNN3uunPUU,Ifni Surf,4.8,163,Surf school,
ChIJB3R-JlzrtA0R4w0VD80gugY,Sidi ifni,4.2,203,Tourist attraction,
ChIJVVVVCnaHoA0RpfE3K-9ctZw,Société Nationale de Commercialisation des Semences,1.0,1,Warehouse,
ChIJuYo1RV59oA0RI62q_VSbaS8,Espace 1000 travaux,5.0,1,General contractor,9 AM–7 PM
ChIJpcJV4uJ9oA0RYei1c6qQ9Ic,ANAPEC Sidi Kacem,3.3,14,Employment agency,8 AM–5 PM
ChIJcYMscUx9oA0RLkyBGGG5y3c,Digilab,0.0,0,Fingerprinting service,10 AM–6 PM
ChIJiZidW_CboA0RUi2qP_UbQ3o,PlaySpace,5.0,2,Internet cafe,Open 24 hours
ChIJFRrs35ypoA0R3XQSc1IQH5I,Sidi Yahya El Gharb,0.0,0,,
ChIJkTBRg8INpw0RvpSsNtrq2jY,Sophia Space,5.0,4,Corporate office,9 AM–6 PM
ChIJT9YDcwANpw0RnsJgzl6pNSI,عمل طاه,5.0,1,Coworking space,
ChIJVe71Y8H-CwARjaQzsSMAI_M,Global work force partners,0.0,0,Coworking space,
ChIJQx1AluoSpw0RrWoZtT_tH2w,Creativway,0.0,0,Coworking space,
ChIJ1_5R-omrn48RLmN78r0TfnE,LoCoworking Costa Rica,4.8,44,Coworking space,8 AM–4 PM
ChIJ4Qr6TSloXz4Ru9Irol1mfUQ,The Co—Spaces (Downtown Dubai),4.1,33,Coworking space,9 AM–6 PM
ChIJA53mcSezwoAR8TFPW2pPAZ0,Unità,4.9,51,Coworking space,Open 24 hours
ChIJWX7SZLOrmlQRpZwQyZRzwV0,Think Tank Cowork,4.9,61,Coworking space,9 AM–5 PM
ChIJvSyGSiWHCw0R4oVg35XB7so,Coworking Castilla,5.0,21,Coworking space,8:30 AM–9 PM
ChIJtW6b89x_DA0RjKNLj7oSdTE,Najoua El Hitmi Zawia Factory,5.0,12,Art studio,10 AM–6 PM
ChIJm8E74ESHCw0R1YIvpSaK-IY,BCT AGENCY,4.9,15,Marketing agency,9 AM–5 PM
ChIJObkq3JKHCw0RYDgtEzdc1Yk,MADELO COFFEE,4.6,11,Coffee shop,7 AM–12 AM
ChIJA6UsRQCBCw0R27zE4o1xJcE,Nabta Coworking,0.0,0,Coworking space,Open 24 hours
ChIJ6YTO-Ah_DA0RgRVXAjttGT0,Space M,5.0,5,Print shop,9 AM–5:30 PM
ChIJ8whoipZ_DA0RFpOjttuXPM4,KIOSK,4.9,16,Art center,2–7 PM
ChIJm2x-k0p_DA0R8PFms7wvHLc,Pre-history,0.0,0,Coworking space,
ChIJixlV-X5_DA0RPHFdF4sy1UM,EN FAIM - Coworking café,5.0,2,Self service restaurant,8 AM–9 PM
ChIJTyJWD1h_DA0RW13Z6ds8YxA,Technopark,4.3,390,Conference center,Open 24 hours
ChIJ-UZ281h_DA0RwqH3Z-CPKSg,Marbah Business Center Tanger,5.0,3,Business center,9 AM–6 PM
ChIJfZwTRfVPMg4R6qJqqOqJRR8,M.Institut,0.0,0,Beauty salon,10 AM–8 PM
ChIJl3K_Nn9ldQ0R3KObr4NvY-c,Espace Taounate Info,0.0,0,Office supply store,9 AM–8 PM
ChIJP57OnyZkdQ0RjJBwAPxTZrQ,Préfecture Province de Taounate,2.3,10,Government,8:30 AM–4:30 PM
ChIJcZH_Z6RjnQ0R6GsCsycoT1s,taourirt social,5.0,3,Corporate office,Open 24 hours
ChIJQ6ty5_JjnQ0Rj3Xo2b7FU-c,Plateforme des jeunes Taourirt,5.0,1,Council,9 AM–4 PM
ChIJR_8CioVjnQ0RLoFpKbJCRJ8,centre smart corner,5.0,3,Visitor center,
ChIJv2bhQ6FjnQ0RJb_4ebZhbUY,EspaceCom,3.8,45,Shopping mall,9 AM–10 PM
ChIJwWNxE9VjnQ0RyGYiw7iMfHc,Cabinet A'Chifae de kinésithérapie et de réadaptation physique,5.0,78,Physical therapist,9 AM–7 PM
ChIJGQmCeQBjnQ0RhhGrJ2UM_KI,144 taourirt marroco oujda,0.0,0,Apartment building,
ChIJE21CZoJjnQ0RB9-kqLdW-UY,The barber company96,5.0,5,Hair salon,9:30 AM–10 PM
ChIJpVcgL3pzsQ0RctTKCiahl5Y,Moroccan Academy for International Studies,5.0,3,Coworking space,
ChIJX3Gia1ITpw0REovXVC2T_tI,Café Les Deux Frères,4.0,38,Coffee shop,6 AM–10 PM
ChIJ58wHMJMNpw0RhhBxm_rcfEY,Jussur - Plateforme des jeunes de Temara,4.6,48,Community center,9 AM–5 PM
ChIJh-4HvtYTpw0RUlZYJrTbEXw,Temara Business Center,5.0,3,Business park,8 AM–7:30 PM
ChIJz7ZyQnITpw0RnjQFbkdiy9Q,Paati Academy,4.4,41,Adult education school,12–8 PM
ChIJRRl9MHcNpw0RJ4T6RQGNyIE,Fullmoon Studios - Temara,5.0,21,Photo agency,10 AM–6 PM
ChIJCZimS1ltpw0Rc4EGeXPJN0Y,AKAR BUSINESS CENTER,4.8,8,Corporate office,8:30 AM–8 PM
ChIJLddDIrUNpw0RPrRS_jcSjBc,Temara Square,4.2,5,Shopping mall,
ChIJZerayFeEDgARf17clnuc6Rk,Wild Data Space,0.0,0,Software company,9 AM–5 PM
ChIJu9NDTXsNpw0RPVocJSqbkGM,Immeuble bureaux à louer,0.0,0,Dyeworks,
ChIJrWJnCADNoA0R4TKHmNunWqw,LIK Space / Tiflet Young Leaders Network,4.0,4,Coworking space,
ChIJn2NMEADNoA0RjWxZGagxRwA,LIK SPACE | الفضاء ليك | شبكة الرواد الشباب تيفلت,5.0,1,Coworking space,9 AM–11 PM
ChIJC7LQArYyvQ0RcisD1MZ-f0w,جمعية الاعمال الاجتماعية للسائق تنغير,5.0,1,Corporate office,9 AM–3 PM
ChIJd5S68O7Nog0R3EZZLryBhPo,Falenergie,4.5,2,Community center,
ChIJVagTDugzvQ0RHpeLEHDA3DU,خدمات مكتبية,4.0,1,Book store,
ChIJpwisahbNog0RJog9ianU0kA,Hike and Chill Homestay,4.6,202,Hostel,
ChIJMYhY9FXNog0R_na9n9dIHM8,Pub'R Services & Events,0.0,0,Marketing consultant,9 AM–6 PM
ChIJZZnk810zvQ0RLO5BnerZ4RU,Ôatelier : Café & Restaurant,3.9,100,Bar & grill,8 AM–12 AM
ChIJvZjVRoQ1vQ0Rtutn_ubmYv4,مقر جمعية أيت محامد,0.0,0,Community center,
ChIJYeIRPZHNog0ReJxeHVK4PxM,Photocopie مكتبة,0.0,0,Printing equipment supplier,9 AM–8 PM
ChIJFQAAADDNog0RBrKyxx2uL24,Auberge Restaurant Tizgui,4.8,129,Restaurant,
ChIJ7ePkWbYyvQ0RqQklzj__Z5E,Restaurant El Yasmina,4.0,211,Restaurant,9 AM–8 PM
ChIJZ_c2L11XrlQRCd77Y7r__o0,Kiln,4.7,44,Coworking space,9 AM–5 PM
ChIJ50LckmJ7tA0RCET0Vo0p0-M,ESPACE THE YAN,5.0,1,Coworking space,10 AM–9 PM
ChIJ0yCUZR79rg0RGVGlTZah5Ug,Maroc Innov Youssoufia,2.8,4,Association / Organization,
ChIJZRgLfX_9rg0RFSJVOCXpdSQ,FIRMAMIZ,5.0,2,Construction company,8 AM–6 PM
ChIJY3TAMND9rg0RVS097ZEiooY,خدمات-Services,0.0,0,Web hosting company,
ChIJabTHeJD9rg0RMzoBREMxmvQ,ANAPEC YOUSSOUFIA,2.3,3,Government office,9 AM–4 PM
ChIJBbZcWAD9rg0REWVcVxoGAWI,Youssoufia 10000,0.0,0,Association / Organization,
ChIJiceVJqohrA0RVXolR7RB3T8,"(espace dejeunesse, volenteerwork,hospitality club., couchsurfing safi",5.0,1,Hiking area,
ChIJR3HzqFk3vA0R6Y_-yPsITFs,Zagora Mindful Space,5.0,3,Guest house,
ChIJ__9P4Fuej4ARdI8xK5R_AqM,Innocospace,5.0,20,Coworking space,9 AM–5 PM
